title,"eai:acl.owner",actions,"eai:acl.app","cron_schedule","dispatch.earliest_time","dispatch.latest_time",search
"DET-1210475-win_mal_adwind",axg3394,"send_to_sentinel",search,"58 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1""
((CommandLine=""*\\AppData\\Roaming\\Oracle*"" CommandLine=""*\\java*"" CommandLine=""*.exe *"") OR 
(CommandLine=""*cscript.exe*"" CommandLine=""*Retrive*"" CommandLine=""*.vbs *""))
| stats count by host ParentImage CommandLine 
| sort 0 - count
| stats count by _time host user ParentImage Image CommandLine



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210475-win_mal_adwind""
| setfields detection_description = ""DET-1210475-win_mal_adwind""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""Execution"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210477-proc_creation_win_malware_dtrack",axg3394,"send_to_sentinel",search,"32 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" 
CommandLine=""* echo EEEE > *""
| stats count by _time host user Image CommandLine ParentImage ParentCommandLine
| sort 0 + _time




``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210477-proc_creation_win_malware_dtrack""
| setfields detection_description = ""DET-1210477-proc_creation_win_malware_dtrack""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""Impact"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210486-proc_creation_win_mavinject_proc_inj",axg3394,"send_to_sentinel",search,"31 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" 
(Image=""*\\Mavinject.exe"" OR Image=""*\\Mavinject32.exe"") AND CommandLine=""*/INJECTRUNNING*""
| stats count by _time host user Image CommandLine ParentImage ParentCommandLine
| sort 0 + _time



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210486-proc_creation_win_mavinject_proc_inj""
| setfields detection_description = ""DET-1210486-proc_creation_win_mavinject_proc_inj""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""PrivilegeEscalation"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210487-proc_creation_win_mmc_spawn_shell",axg3394,"send_to_sentinel",search,"30 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" 
(ParentImage=""*\\mmc.exe"" AND (Image IN(""\\cmd.exe"" ""*\\powershell.exe"" ""*\\wscript.exe"" ""*\\cscript.exe"" ""*\\sh.exe"" ""*\\bash.exe"" ""*\\reg.exe"" ""*\\regsvr32.exe"") OR Image=""*\\BITSADMIN*""))
NOT (CommandLine=""\""C:\\WINDOWS\\system32\\regsvr32.exe\"" -u -s YamahaAE.dll"" AND ParentCommandLine=""*\\devmgmt.msc"") ```Realtek audio driver```
NOT (CommandLine=""\""C:\\WINDOWS\\system32\\regsvr32.exe\"" -u -s RtDataProc64.dll"" AND ParentCommandLine=""*\\devmgmt.msc"") ```Realtek audio driver```
| stats count by _time host user Image CommandLine ParentImage ParentCommandLine
| sort 0 + _time



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210487-proc_creation_win_mmc_spawn_shell""
| setfields detection_description = ""DET-1210487-proc_creation_win_mmc_spawn_shell""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""LateralMovement"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210488-proc_creation_win_mshta_spawn_shell",axg3394,"send_to_sentinel",search,"19 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1""
ParentImage=""*\\mshta.exe"" AND (Image IN(""*\\cmd.exe"" ""*\\powershell.exe"" ""*\\wscript.exe"" ""*\\cscript.exe"" ""*\\sh.exe"" ""*\\bash.exe"" ""*\\reg.exe"" ""*\\regsvr32.exe"") OR Image=""*\\BITSADMIN*"")
NOT (CommandLine=""*\\ProgramData\\HP\\HP OfficeJet*"" OR CommandLine=""*\\ProgramData\\HP\\HP LaserJet*"")
| stats count by _time host Image CommandLine ParentCommandLine
| sort 0 + _time




``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210488-proc_creation_win_mshta_spawn_shell""
| setfields detection_description = ""DET-1210488-proc_creation_win_mshta_spawn_shell""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""DefenseEvasion"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210492-proc_creation_win_netsh_port_fwd_3389",axg3394,"send_to_sentinel",search,"45 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" 
Image=""*\\netsh.exe"" AND CommandLine=""*=3389*""
NOT CommandLine=""*wlan show profiles name=3389""
| stats count by _time host user Image CommandLine ParentImage ParentCommandLine
| sort 0 + _time



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210492-proc_creation_win_netsh_port_fwd_3389""
| setfields detection_description = ""DET-1210492-proc_creation_win_netsh_port_fwd_3389""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""DefenseEvasion"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210493-proc_creation_win_netsh_port_fwd",axg3394,"send_to_sentinel",search,"44 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" 
Image=""*\\netsh.exe"" AND ((CommandLine=""*interface*"" AND CommandLine=""*portproxy*"" AND CommandLine=""*add*"" AND CommandLine=""*v4tov4*"") OR (CommandLine=""*connectp*"" AND CommandLine=""*listena*"" AND CommndLine=""*c=*""))
| stats count by _time host user Image CommandLine ParentImage ParentCommandLine
| sort 0 + _time



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210493-proc_creation_win_netsh_port_fwd""
| setfields detection_description = ""DET-1210493-proc_creation_win_netsh_port_fwd""
| setfields severity = ""Medium"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""DefenseEvasion"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210494-proc_creation_win_network_sniffing",axg3394,"send_to_sentinel",search,"43 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" 
((Image=""*\\tshark.exe"" AND CommandLine=""*-i*"") OR Image=""*\\windump.exe"") 
| stats count by _time host user Image CommandLine ParentImage ParentCommandLine
| sort 0 + _time





``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210494-proc_creation_win_network_sniffing""
| setfields detection_description = ""DET-1210494-proc_creation_win_network_sniffing""
| setfields severity = ""Low"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""CredentialAccess"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210496-proc_creation_win_office_spawn_exe_from_users_directory",axg3394,"send_to_sentinel",search,"54 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" 
(ParentImage IN(""*\\WINWORD.EXE"" ""*\\EXCEL.EXE"" ""*\\POWERPNT.EXE"" ""*\\MSPUB.EXE"" ""*\\VISIO.EXE"") AND Image=""*C:\\Users\\*"" AND Image=""*.exe"") NOT Image=""*\\Teams.exe""
NOT Image IN(""*\\FileCoAuth.exe"" ""*\\AppData\\Local\\Slido\\Slido for Windows\\x86\\CefSharp.BrowserSubprocess.exe"" ""*\\AppData\\Local\\Slido\\Slido for Windows\\x64\\CefSharp.BrowserSubprocess.exe"" ""*\\AppData\\Roaming\\nCryptedCloud\\bin\\nCryptedBox.exe"" ""*\\AppData\\Local\\Temp\\pollev.exe"" ""*\\Poll Everywhere\\PollEv Presenter\\BrowserWindowHelper.exe"" ""*\\pollev_browsers.exe"" ""*\\PollEv Presenter\\pollev_browsers_cefsharp.exe"" ""*\\Efficient Elements for presentations\\Program\\eeShellThumbs.exe"" ""*\\PowerPoint PowerBITilesPro Desktop\\BrowserSubprocess.exe"" ""*\\AppData\\Local\\Mozilla Firefox\\firefox.exe"" ""*\\AppData\\Local\\Google\\Chrome\\Application\\chrome.exe"" ""*\\AppData\\Local\\Microsoft\\Edge\\Application\\msedge.exe"" ""*\\AppData\\Local\\Microsoft\\Teams\\Update.exe"" ""*\\AppData\\Local\\think-cell\\setup.exe"" ""*\\AppData\\Local\\Apps\\Nasdaq\\OfficeSuite\\Daemon\\Nasdaq.Office.Service.Daemon.exe"" ""*\\AppData\\Local\\Apps\\NasdaqBoardvantage\\Office\\Daemon\\NasdaqBoardvantage.Office.Service.Daemon.exe"" ""*\\AppData\\Local\\Programs\\Jive\\Jive for Office\\LoginProcess.exe"" ""*\\AppData\\Local\\Programs\\Microsoft VS Code\\Code.exe"" ""*\\AppData\\Local\\Kutools for Excel\\ExtendOfficeFlash.exe"" ""*\\MZTools8VBASetup.exe"")
NOT Image=""*\\SlidoSetup_v*""
NOT (Image=""*\\AppData\\Local\\Temp\\*"" AND Image ""*\\AutoUpdate.exe"")
| stats count by _time host user Image CommandLine ParentImage ParentCommandLine
| sort 0 + _time


``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210496-proc_creation_win_office_spawn_exe_from_users_directory""
| setfields detection_description = ""DET-1210496-proc_creation_win_office_spawn_exe_from_users_directory""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""Execution"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210497-win_plugx_susp_exe_locations",axg3394,"send_to_sentinel",search,"49 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" AND 
((Image=""*\\CamMute.exe"" NOT Image IN(""*\\Lenovo\Communication Utility\\*"" ""*\\Lenovo\\Communications Utility\\*"")) OR 
(Image=""*\\chrome_frame_helper.exe"" NOT Image IN(""*\\Google\\Chrome\\application\\*"")) OR 
(Image=""*\\dvcemumanager.exe"" NOT Image IN(""*\\Microsoft Device Emulator\\*"")) OR 
(Image=""*\\Gadget.exe"" NOT Image IN(""*\\Windows Media Player\\*"")) OR 
(Image=""*\\hcc.exe"" NOT Image IN(""*\\HTML Help Workshop\\*"")) OR 
(Image=""*\\hkcmd.exe"" NOT Image IN(""*\\System32\\*"" ""*\\SysNative\\*"" ""*\\SysWow64\\*"")) OR 
(Image=""*\\Mc.exe"" NOT Image IN(""*\\Microsoft Visual Studio*"" ""*\\Microsoft SDK*"" ""*\\Windows Kit*"")) OR 
(Image=""*\\MsMpEng.exe"" NOT Image IN(""*\\Microsoft Security Client\\*"" ""*\\Windows Defender\\*"" ""*\\AntiMalware\\*"")) OR 
(Image=""*\\msseces.exe"" NOT Image IN(""*\\Microsoft Security Center\\*"" ""*\\Microsoft Security Client\\*"" ""*\\Microsoft Security Essentials\\*"")) OR 
(Image=""*\\OInfoP11.exe"" NOT Image IN(""*\\Common Files\\Microsoft Shared\\*"")) OR 
(Image=""*\\OleView.exe"" NOT Image IN(""*\\Microsoft Visual Studio*"" ""*\\Microsoft SDK*"" ""*\\Windows Kit*"" ""*\\Windows Resource Kit\\*"")) OR 
(Image=""*\\rc.exe"" NOT Image IN(""*\\Microsoft Visual Studio*"" ""*\\Microsoft SDK*"" ""*\\Windows Kit*"" ""*\\Windows Resource Kit\\*"" ""*\\Microsoft.NET\\*"")))
| stats count by _time host user ParentImage ParentCommandLine Image CommandLine

``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210497-win_plugx_susp_exe_locations""
| setfields detection_description = ""DET-1210497-win_plugx_susp_exe_locations""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""Persistence"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210499-proc_creation_win_powershell_amsi_bypass",axg3394,"send_to_sentinel",search,"48 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" 
(CommandLine=""*System.Management.Automation.AmsiUtils*"" AND CommandLine=""*amsiInitFailed*"")
| stats count by _time host user Image CommandLine ParentImage ParentCommandLine
| sort 0 + _time




``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210499-proc_creation_win_powershell_amsi_bypass""
| setfields detection_description = ""DET-1210499-proc_creation_win_powershell_amsi_bypass""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""DefenseEvasion"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210500-win_powershell_b64_shellcode",axg3394,"send_to_sentinel",search,"7 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1""
CommandLine=""*AAAAYInlM*"" AND CommandLine IN(""*OiCAAAAYInlM*"" ""*OiJAAAAYInlM*"")
| stats count by _time host Image CommandLine ParentCommandLine
| sort 0 + _time




``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210500-win_powershell_b64_shellcode""
| setfields detection_description = ""DET-1210500-win_powershell_b64_shellcode""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""DefenseEvasion"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210501-proc_creation_win_powershell_dll_execution",axg3394,"send_to_sentinel",search,"47 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" 
(Image=""*\\rundll32.exe"" OR Description=""Windows-Hostprocess (Rundll32)"" OR Description=""Windows-Hostprozess (Rundll32)"") 
AND CommandLine IN(""*Default.GetString*"" ""*FromBase64String*"")
| stats count by _time host user Image CommandLine ParentImage ParentCommandLine
| sort 0 + _time




``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210501-proc_creation_win_powershell_dll_execution""
| setfields detection_description = ""DET-1210501-proc_creation_win_powershell_dll_execution""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""DefenseEvasion"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210502-proc_creation_win_powershell_download",axg3394,"send_to_sentinel",search,"32 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" 
(Image=""*\\powershell.exe"" CommandLine=""*new-object*"" CommandLine=""*net.webclient).*"" CommandLine=""*download*"" (CommandLine=""*string(*"" OR CommandLine=""*file(*""))
NOT (CommandLine=""*DownloadString(''https://chocolatey.org/install.ps1*"" OR CommandLine=""*DownloadString('https://chocolatey.org/install.ps1*"")
NOT CommandLine=""*DownloadFile('http://artifactory.humana.com/artifactory*""
| stats count by _time host user Image CommandLine ParentImage ParentCommandLine
| sort 0 + _time



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210502-proc_creation_win_powershell_download""
| setfields detection_description = ""DET-1210502-proc_creation_win_powershell_download""
| setfields severity = ""medium"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""Execution"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210503-proc_creation_win_encoded_frombase64string",axg3394,"send_to_sentinel",search,"0 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1""
CommandLine=""*::FromBase64String(*"" NOT (parent_process_name=""Agent.Worker.exe"" AND (ParentImage=""*\\tfs\\*"" OR (ParentImage=""*\\Agent*"" AND ParentImage=""*\\bin.*"")))
| stats count by _time host Image CommandLine 
| sort 0 + _time



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210503-proc_creation_win_encoded_frombase64string""
| setfields detection_description = ""DET-1210503-proc_creation_win_encoded_frombase64string""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""DefenseEvasion"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210507-proc_creation_win_bitsadmin_download",axg3394,"send_to_sentinel",search,"9 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1""
((Image=""*\\bitsadmin.exe"" AND (CommandLine=""* /create *"" OR CommandLine=""* /addfile *"") AND CommandLine=""*http*"") OR
(Image=""*\\bitsadmin.exe"" AND CommandLine=""* /transfer *"") OR
(CommandLine=""*copy bitsadmin.exe*""))
| stats count by _time host Image CommandLine ParentCommandLine
| sort 0 + _time





``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210507-proc_creation_win_bitsadmin_download""
| setfields detection_description = ""DET-1210507-proc_creation_win_bitsadmin_download""
| setfields severity = ""medium"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""DefenseEvasion"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210512-proc_creation_win_rdp_hijack_shadowing",axg3394,"send_to_sentinel",search,"46 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" 
(CommandLine""*noconsentprompt*"" AND CommandLine=""*shadow:*"")
| stats count by _time host user Image CommandLine ParentImage ParentCommandLine
| sort 0 + _time



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210512-proc_creation_win_rdp_hijack_shadowing""
| setfields detection_description = ""DET-1210512-proc_creation_win_rdp_hijack_shadowing""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""LateralMovement"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-1210514-proc_creation_win_renamed_binary",axg3394,"send_to_sentinel",search,"6 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" OriginalFileName=""Cmd.Exe""
Image=""C:\\Users\\txy5455s\\AppData\\Local\\Temp\\HPESiteScope\\cmd64-bit.exe""
| stats count by _time host user OriginalFileName Image CommandLine ParentCommandLine
| sort 0 + _time



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210514-proc_creation_win_renamed_binary""
| setfields detection_description = ""DET-1210514-proc_creation_win_renamed_binary""
| setfields severity = ""medium"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""DefenseEvasion"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
